,[M],mz_[M+H]+,mzmin,mzmax,rt,rtmin,rtmax,npeaks,cdfs,IL27_1,IL27_2,IL27_4,IL27_5,IL27_6,IL28_1,IL28_2,IL28_3,IL28_4,IL28_5,IL28_6,MB_1,MB_2,MB_3,MB_4,MB_5,MB_6,LA1840_1,LA1840_2,LA1840_3,LA1840_4,LA1840_5,LA1840_6
metabolite_352,535.486934,536.49421,536.4881282,536.5035983,2182.447372,2172.593494,2224.668828,15,352,3.14E-05,2.54E-05,8.78E-05,8.72E-05,5.81E-05,4.87E-05,5.74E-05,5.38E-05,8.91E-05,5.66E-05,5.29E-05,9.34E-05,8.89E-05,8.06E-05,8.25E-05,3.02E-05,0.000117303,2.92E-05,4.94E-05,3.51E-05,3.66E-05,4.71E-05,8.69E-05
metabolite_353,535.761897,536.7691734,536.7571906,536.7726103,942.5450141,873.7116408,1006.506452,31,353,0.000197477,0.000207634,0.00016285,0.000140455,0.000448337,0.000232851,0.000242763,0.000260666,0.000219205,0.000455398,0.000402438,0.000190892,0.000192172,0.000248178,0.000137812,0.00015331,0.000245822,2.05E-05,0.000314229,0.000179413,0.000553559,0.001041958,0.000434247
metabolite_354,536.158144,537.1654196,537.1614425,537.1690769,2257.221288,2256.666755,2258.229607,12,354,5.49E-06,1.41E-05,8.01E-05,8.01E-05,5.74E-06,5.70E-06,6.68E-06,1.91E-05,7.11E-05,1.13E-05,0.000216934,4.98E-06,5.10E-05,1.38E-05,0.000126954,7.29E-06,4.54E-06,0,2.47E-05,2.87E-05,5.93E-05,6.79E-05,0.00010403
metabolite_355,536.294784,537.3020603,537.2975107,537.3050674,1894.750583,1894.238186,1912.586272,24,355,0.007031192,0.007078718,0.00860879,0.008510919,0.008717821,0.005958534,0.002568305,0.008151518,0.005547918,0.009983901,0.008845512,0.003833739,0.007029697,0.006764046,0.003584871,0.006909511,0.008025508,0.01447198,0.005659918,0.007155432,0.005742971,0.005701765,0.007904125
metabolite_356,536.262554,537.2698303,537.2581834,537.2739743,943.6363707,880.0410035,1006.291306,23,356,7.09E-05,5.79E-05,6.17E-05,7.13E-05,0.000186289,9.21E-05,8.96E-05,0.000104826,8.58E-05,0.000177403,0.000146698,7.38E-05,8.42E-05,9.07E-05,4.95E-05,6.89E-05,9.94E-05,1.36E-05,0.000131967,0.000135549,0.000182608,0.000129231,0.00019696
metabolite_357,537.219763,538.227039,538.2254384,538.2301531,714.6742254,714.0462013,717.3813941,17,357,0.000125585,0.00022299,0.000172708,0.000169648,0.000148781,8.37E-05,7.97E-05,9.16E-05,0.000106794,0.000154286,0.000121117,0.000103144,0.000127586,0.000150186,0.000215083,0.00016159,0.000112979,1.22E-07,8.46E-06,1.21E-05,9.48E-06,1.87E-05,1.06E-05
metabolite_358,537.222109,538.2293847,538.2249788,538.3236828,822.418211,815.1165373,859.3944423,30,358,2.84E-05,5.67E-05,4.29E-05,3.75E-05,4.44E-05,5.47E-05,1.82E-05,2.66E-05,7.56E-05,7.37E-05,2.93E-05,4.05E-05,3.31E-05,4.74E-05,9.47E-05,5.53E-05,4.26E-05,0,9.99E-05,9.61E-05,7.60E-05,0.000120785,0.000161738
metabolite_359,537.299703,538.306979,538.3022313,538.3103742,1894.50307,1894.111265,1895.241859,23,359,0.001274419,0.001415246,0.002230938,0.002120716,0.001056471,0.000855772,0.000648963,0.00131535,0.000820925,0.001709041,0.00211734,0.000237527,0.001115303,0.000586007,0.000393272,0.001164284,0.001603576,0.00319057,0.000984891,0.001313199,0.001108062,0.000546684,0.001733535
metabolite_360,538.308949,539.3162253,539.3047884,539.321829,1944.618117,1893.907189,1945.404249,40,360,0.000116986,0.000116717,0.000199959,0.000165315,0.000271341,7.29E-05,5.76E-05,0.000133708,6.13E-05,0.000144253,0.000190506,3.62E-05,8.18E-05,5.68E-05,3.73E-05,9.32E-05,0.000115125,0.000816382,0.000289775,0.000390413,0.000207976,0.000197467,0.000268873
metabolite_361,538.280736,539.288012,539.2833586,539.2919111,2022.784809,2021.494146,2047.433353,22,361,6.56E-05,5.53E-05,6.54E-05,9.80E-05,6.90E-05,8.70E-05,7.56E-05,8.46E-05,0.000106783,7.19E-05,8.54E-05,9.67E-05,6.96E-05,5.51E-05,6.38E-05,0.000109829,9.95E-05,0.000174057,1.98E-05,2.30E-05,3.35E-05,5.28E-05,3.19E-05
metabolite_362,539.283836,540.291112,540.2878688,540.2939997,1084.751512,1076.182445,1098.084215,13,362,1.87E-05,3.03E-05,1.98E-05,2.20E-05,2.86E-05,1.61E-05,3.14E-07,3.13E-06,1.73E-05,3.12E-06,2.14E-05,2.78E-05,3.02E-05,2.61E-05,2.03E-05,2.76E-05,3.67E-05,2.41E-07,1.35E-05,1.18E-05,1.57E-05,8.44E-06,1.95E-05
metabolite_363,539.315477,540.3227525,540.3173374,540.3246855,1944.737793,1944.308525,1945.404249,13,363,1.99E-05,2.31E-05,2.56E-05,2.38E-05,2.94E-05,5.41E-06,1.75E-05,2.33E-05,1.47E-05,2.35E-05,3.24E-05,1.04E-05,1.32E-05,1.46E-05,1.22E-05,1.58E-05,1.92E-05,8.78E-05,3.39E-05,4.11E-05,2.73E-05,2.87E-05,3.91E-05
metabolite_364,540.29246,541.2997362,541.2642322,541.3031849,1095.789207,1074.482326,1115.276601,23,364,0.001532269,0.001787233,0.001783145,0.001870282,0.002160923,0.001665967,0.001438157,0.001606253,0.001437409,0.002118815,0.001831221,0.002234667,0.00167852,0.001573956,0.001914961,0.001926881,0.001760159,1.20E-06,0.002623675,0.001930549,0.002019888,0.002320895,0.002737566
metabolite_365,540.79095,541.7982257,541.7888766,541.8037877,1083.012519,1033.925269,1115.068867,43,365,0.000774374,0.000910123,0.000968412,0.000885513,0.001041578,0.000840926,0.000848284,0.000823263,0.000678269,0.001262771,0.001070837,0.001111847,0.00084688,0.00079532,0.00082487,0.000899413,0.0008876,2.42E-07,0.001231926,0.000974148,0.0010213,0.001093539,0.001682341
metabolite_366,541.313771,542.3210472,542.3168633,542.3249521,1906.646883,1896.971334,1916.484546,38,366,0.00013631,0.000121308,0.000426127,0.000206315,0.00021189,0.000369944,0.000429617,0.000257036,0.00029115,0.000661047,0.000830266,0.000113711,0.000316134,9.96E-05,0.000103804,7.68E-05,0.000144709,6.08E-05,0.000154175,0.000396354,0.000333611,0.000445367,0.00035197
metabolite_367,541.293158,542.3004336,542.2894023,542.3050399,1089.120604,1034.29292,1115.068867,36,367,0.000115527,0.000105884,0.000127172,3.44E-05,0.000152605,9.21E-05,9.11E-05,0.000114091,8.49E-05,0.0001857,0.000170606,0.000112465,9.54E-05,0.000109146,8.22E-05,0.000115065,0.000101048,8.42E-07,0.000163828,0.000112091,0.000144956,0.000123719,9.71E-05
metabolite_368,542.175554,543.1828296,543.179153,543.1853913,817.3454221,782.4784326,827.428705,19,368,2.16E-05,1.36E-05,3.74E-05,3.70E-05,2.33E-05,2.34E-05,2.82E-05,3.67E-05,3.72E-05,3.64E-05,3.74E-05,2.18E-05,2.88E-05,2.87E-05,3.35E-05,4.00E-05,3.16E-05,6.09E-05,9.19E-05,4.34E-05,8.49E-05,0.000107944,0.000143585
metabolite_369,542.176211,543.1834868,543.1441305,543.3186647,714.6384519,595.2722398,717.3813941,22,369,3.16E-05,4.04E-05,3.73E-05,4.20E-05,5.03E-05,3.09E-05,4.03E-05,3.31E-05,3.81E-05,7.31E-05,6.06E-05,2.62E-05,2.92E-05,3.47E-05,2.91E-05,3.11E-05,2.91E-05,1.22E-07,3.90E-05,5.63E-06,3.97E-05,5.72E-06,6.92E-05
metabolite_370,542.432653,543.4399295,543.4025139,543.4426011,2150.042602,2149.63426,2160.822649,21,370,2.81E-05,3.14E-05,3.87E-05,5.00E-05,5.87E-05,5.36E-05,9.17E-06,5.98E-05,5.34E-05,5.42E-05,7.38E-05,9.94E-05,6.76E-05,5.89E-05,9.86E-05,5.66E-05,6.43E-05,1.34E-05,1.51E-05,1.53E-05,1.01E-05,1.56E-05,1.54E-05
metabolite_371,543.328547,544.3358234,544.3317592,544.3405477,1952.046947,1951.745019,1952.554404,14,371,1.94E-05,2.17E-05,4.52E-05,2.93E-05,1.95E-05,4.17E-05,4.67E-05,4.00E-05,2.63E-05,7.79E-05,6.23E-05,2.11E-05,2.74E-05,1.58E-05,1.76E-05,2.30E-05,3.05E-05,1.69E-05,2.36E-05,4.30E-05,2.84E-05,3.55E-05,2.49E-05
metabolite_372,544.190752,545.1980283,545.1942351,545.2015809,775.1801951,765.8869762,779.8428993,17,372,2.54E-05,3.18E-05,3.14E-05,2.64E-05,1.09E-05,2.42E-05,1.67E-05,3.47E-05,2.73E-05,2.46E-05,3.04E-05,2.12E-05,2.86E-05,3.38E-05,3.79E-05,3.95E-05,3.85E-05,5.50E-05,3.85E-05,8.78E-05,7.87E-05,8.69E-05,6.66E-05
metabolite_373,544.448154,545.45543,545.4525798,545.458802,2203.537022,2202.682992,2204.489386,17,373,5.37E-05,6.07E-05,7.24E-05,6.38E-05,7.26E-05,6.03E-05,4.84E-05,6.56E-05,5.59E-05,2.88E-05,7.20E-05,0.000155771,0.000111101,9.24E-05,0.000160812,0.000131184,0.000120939,6.91E-06,1.77E-05,1.35E-05,1.52E-05,2.73E-05,2.17E-05
metabolite_374,545.392252,546.399528,546.2580949,546.4028338,1984.273126,1983.340983,2084.807298,14,374,2.68E-05,2.94E-05,3.75E-05,3.61E-05,5.60E-05,1.70E-05,2.35E-05,4.88E-05,4.69E-05,5.66E-05,5.35E-05,2.28E-05,3.21E-05,2.18E-05,4.98E-05,5.66E-05,5.96E-05,0.000212913,2.64E-05,3.62E-05,3.19E-05,4.12E-05,5.92E-05
metabolite_375,547.387963,548.3952395,548.3679293,548.3979113,1247.616505,1195.559586,1254.061855,24,375,0.000241534,0.000396664,0.000253111,0.000163757,0.00023705,6.88E-05,0.000111689,0.000158225,0.000111486,0.000101398,0.00010742,0.000477929,0.000283396,0.000249074,0.000464666,0.000280059,0.000197338,0.000558483,0.001072818,0.00059479,0.000580439,0.001141547,0.000907947
metabolite_376,548.391435,549.398711,549.3948498,549.4009509,1247.97299,1227.74881,1253.340029,17,376,4.23E-05,5.57E-05,4.55E-05,3.44E-05,5.45E-05,1.46E-05,2.86E-05,3.70E-05,2.19E-05,2.74E-05,2.34E-05,2.59E-05,4.87E-05,4.82E-05,6.04E-05,5.14E-05,4.58E-05,3.49E-05,0.000153936,8.33E-05,0.000101771,0.000180115,0.000125983
metabolite_377,548.479362,549.4866382,549.4099396,549.4905592,2056.098288,2054.401867,2148.660622,22,377,0.000142981,8.91E-05,0.000179417,0.000136983,9.78E-05,0.000553606,0.000361157,0.000272263,0.000273788,0.000164026,0.000142893,0.000811986,0.000734677,0.000237018,0.000673576,0.000720218,0.000489052,3.26E-05,5.74E-05,6.04E-05,0.000153841,0.000181781,7.68E-05
metabolite_378,550.416955,551.4242313,551.3267831,551.4279185,2128.974598,2128.113667,2189.783603,24,378,0.000335539,0.000226425,0.000313752,0.000401823,3.12E-05,0.000551584,0.000639378,0.000417005,0.00049698,0.000329879,0.00032046,0.000460055,0.000424841,0.000348041,0.000564786,0.000501949,0.000435182,0.000396834,8.59E-05,8.02E-05,0.000130641,0.000316983,7.13E-05
metabolite_379,550.495366,551.5026417,551.4995541,551.5066505,2047.290646,2045.238116,2065.167981,22,379,6.61E-05,5.22E-05,4.41E-05,3.80E-05,1.76E-05,0.000108715,0.000283804,5.25E-05,5.02E-05,0.000173103,0.000273471,0.000141984,9.13E-05,6.24E-05,7.57E-05,0.000134982,6.51E-05,0.00011269,4.42E-05,2.69E-05,3.70E-06,2.35E-05,2.91E-05
metabolite_380,551.423015,552.4302911,552.4232425,552.5091762,2128.779187,2045.433718,2183.500769,33,380,7.51E-05,4.36E-05,6.17E-05,9.68E-05,3.52E-05,0.000176109,0.000139665,0.000105211,0.000116645,8.94E-05,6.41E-05,9.91E-05,2.15E-05,1.45E-05,0.000154405,0.000110249,9.75E-05,4.36E-06,2.37E-05,2.71E-05,2.32E-05,7.54E-06,1.67E-05
metabolite_381,552.269457,553.2767328,553.2175465,553.3097052,1894.522474,1894.238186,2003.472977,24,381,0.000574749,0.000625961,0.001138661,0.000996895,0.008135741,0.000387447,0.000404138,0.000613819,0.000394893,0.000834814,0.000927389,0.000185336,0.000527471,0.000452661,0.000204461,0.000490832,0.000581994,3.15E-05,0.000431369,0.000660485,0.000554934,0.000553547,0.000870741
metabolite_382,553.273579,554.2808549,554.2752571,554.2847311,1894.524589,1894.016384,1895.432626,18,382,6.76E-05,5.73E-05,0.000126385,0.000102246,0.001613288,4.51E-05,2.61E-05,8.07E-05,4.08E-05,4.09E-05,9.81E-05,2.79E-05,5.00E-05,4.93E-05,3.72E-05,5.52E-05,6.01E-05,1.36E-05,4.73E-05,7.22E-05,6.35E-05,4.72E-05,9.86E-05
metabolite_383,554.289846,555.2971218,555.2930855,555.3014949,1206.34983,1167.659561,1211.886763,33,383,0.004404258,0.005358428,0.004293275,0.003554887,0.00544679,0.001812477,0.001739981,0.002209182,0.002232838,0.001985429,0.001828983,0.00659963,0.005400079,0.004791733,0.006091844,0.005133333,0.004382155,1.30E-06,0.01375168,0.014531776,0.023252927,0.012465335,0.004786433
metabolite_384,554.790991,555.7982666,555.7943019,555.8026379,1206.088634,1167.253786,1209.897053,28,384,0.002932812,0.003458087,0.002628254,0.002197526,0.003415485,0.001114626,0.001007881,0.001238148,0.001296738,0.001051397,0.000588033,0.004312766,0.003106044,0.003178774,0.004172311,0.003255319,0.002816371,2.60E-07,0.030103368,0.011202633,0.021024235,0.003551729,0.006511554
metabolite_385,555.293553,556.3008293,556.2972907,556.3032796,1206.1459,1168.558851,1209.897053,28,385,0.000602531,0.000804988,0.000679413,0.000586082,0.000409195,0.000103653,0.000156736,0.000196267,0.000225139,0.000149932,0.000207981,0.000987037,0.000814332,0.0007253,0.001009816,0.000798897,0.000748966,1.30E-06,0.016674436,0.011186184,0.011548357,0.000343758,0.011633442
metabolite_386,556.412211,557.4194867,557.4159832,557.4236898,2098.510999,2097.915302,2098.864475,16,386,0.000124267,7.86E-05,6.89E-05,5.29E-05,0.000156015,5.94E-05,7.18E-05,5.98E-05,4.83E-05,6.45E-05,3.20E-05,0.000261128,0.000197095,0.000101006,0.000271305,0.000124886,9.78E-05,4.91E-06,1.56E-05,9.99E-06,6.87E-06,8.08E-06,8.97E-06
metabolite_387,556.7683,557.7755761,557.7731517,557.7792051,1207.164774,1194.497792,1216.169235,23,387,0.000389364,0.000340581,0.000236526,0.000232042,0.000565916,0.000275942,0.000298842,0.000304538,0.000261529,0.000277853,0.000288716,0.000371822,0.000428816,0.0003865,0.000290005,0.000289928,0.000377387,2.14E-05,0.000463494,0.000695619,0.000534884,0.000589638,0.000902097
metabolite_388,557.268982,558.2762579,558.2745295,558.2804567,1206.882555,1194.497792,1209.406967,17,388,0.000141709,0.000116029,8.50E-05,8.35E-05,0.000213736,9.80E-05,0.000119169,0.0001071,0.000105429,0.000111498,8.33E-05,0.00012682,0.000137321,0.000136344,0.000113051,9.71E-05,0.000145655,1.52E-05,0.000142103,0.000177073,0.000143351,0.000144989,0.0001641
metabolite_389,557.287115,558.2943911,558.2899636,558.2988478,1915.411984,1896.767207,1916.268151,17,389,1.75E-05,1.79E-05,2.72E-05,1.70E-05,0.000107209,3.21E-05,2.66E-05,1.90E-05,2.19E-05,2.93E-05,3.63E-05,2.23E-05,2.70E-05,1.95E-05,2.83E-06,2.03E-05,2.05E-05,9.59E-06,2.13E-05,4.49E-05,2.71E-05,3.79E-05,3.65E-05
metabolite_390,558.427651,559.4349273,559.4314996,559.4393304,2120.026407,2119.720189,2120.277963,22,390,0.000346445,0.000304414,0.000335585,0.000277811,0.000374091,0.000408721,0.00026794,0.000274278,0.000244276,0.00024891,0.000335563,0.000965728,0.000657478,0.000524178,0.00073892,0.000494962,0.000568829,1.54E-05,2.77E-05,2.85E-05,1.73E-05,3.43E-05,2.54E-05
metabolite_391,559.430867,560.4381433,560.2368391,560.4418234,2120.026712,2035.644672,2120.277963,17,391,6.62E-05,5.25E-05,6.80E-05,7.30E-05,7.95E-05,7.31E-05,4.85E-05,5.45E-05,4.51E-05,5.56E-05,6.35E-05,0.000165659,0.000115456,0.000130933,0.000161697,8.58E-05,0.000101846,0.000490176,1.04E-05,1.01E-05,7.76E-06,1.09E-05,1.14E-05
metabolite_392,560.186126,561.1934021,561.1906975,561.1974984,627.0803703,624.7709851,642.051482,27,392,7.35E-05,0.000150679,9.32E-05,8.69E-05,5.84E-05,7.30E-05,8.42E-05,9.04E-05,0.000104015,6.86E-05,9.84E-05,8.46E-05,8.71E-05,7.48E-05,0.00034954,0.000215752,0.000157239,2.64E-05,6.08E-05,0.000105083,4.02E-05,3.19E-05,6.37E-05
metabolite_393,560.265004,561.2722802,561.2468297,561.2758765,2022.728308,1995.253207,2058.741603,29,393,0.000117921,8.81E-05,0.000118704,0.000141043,8.33E-05,0.000114616,0.000102841,0.000117041,0.000151915,0.000107147,0.000115888,0.000130176,8.49E-05,7.86E-05,9.39E-05,0.000161153,0.000138675,0.000185427,2.30E-05,1.50E-05,3.87E-05,5.89E-05,4.18E-05
metabolite_394,560.443446,561.4507221,561.4423585,561.454797,2150.026937,2119.317288,2150.630465,23,394,0.000123663,0.000118356,0.000145965,0.000160241,0.000219041,0.000197042,0.000147128,0.000200963,0.000188307,0.000187228,0.000235041,0.000377637,0.000267375,0.000187543,0.000361513,0.000217458,0.000249669,1.19E-05,3.59E-05,2.60E-05,2.29E-05,4.24E-05,4.30E-05
metabolite_395,561.19084,562.1981164,562.1946378,562.1998214,626.948939,624.9775795,638.5522286,12,395,1.28E-05,1.62E-05,1.88E-05,1.13E-05,1.31E-05,1.58E-05,1.83E-05,1.53E-05,2.20E-05,1.49E-05,2.22E-05,1.39E-05,1.91E-05,1.79E-05,4.12E-05,2.63E-05,2.11E-05,1.28E-05,1.22E-05,7.36E-06,8.16E-06,1.09E-05,1.12E-05
metabolite_396,561.446225,562.4535011,562.4511091,562.4578722,2150.129755,2149.606655,2150.374063,13,396,2.26E-05,2.39E-05,3.50E-05,3.21E-05,4.48E-05,3.59E-05,2.94E-05,3.83E-05,3.69E-05,4.98E-05,5.10E-05,8.02E-05,5.37E-05,3.26E-05,6.83E-05,4.86E-05,3.94E-05,5.80E-06,1.17E-05,1.23E-05,9.87E-06,1.58E-05,1.38E-05
metabolite_397,562.257906,563.265182,563.2542657,563.2896939,2039.729724,2010.552083,2058.540478,24,397,4.36E-05,6.12E-05,8.11E-05,7.60E-05,0.000204723,2.48E-05,5.02E-06,5.28E-05,6.96E-06,5.78E-05,0.000164121,4.97E-05,5.02E-05,8.39E-05,5.29E-05,9.51E-05,0.000206847,8.39E-05,4.52E-05,6.84E-05,6.75E-05,5.88E-05,0.000112717
metabolite_398,562.459265,563.4665406,563.4632511,563.4704408,2203.484673,2134.368686,2204.562427,24,398,9.78E-05,0.000123143,0.00011443,0.000103093,0.000151239,0.000134824,6.82E-05,0.000108255,0.000100628,7.96E-05,0.000111915,0.000293768,0.000206585,0.000156267,0.000305186,0.000230153,0.000201044,7.49E-06,3.21E-05,3.07E-05,2.22E-05,4.01E-05,3.71E-05
metabolite_399,562.286475,563.2937508,563.2440908,563.3906044,996.4647826,985.9197179,1074.278762,16,399,1.54E-05,1.82E-05,7.86E-06,7.22E-06,1.76E-05,3.69E-06,3.09E-06,5.92E-06,6.99E-06,5.48E-06,5.32E-06,3.85E-05,7.02E-06,2.10E-05,2.21E-05,3.49E-05,2.09E-05,3.72E-06,0.003393248,0.001758932,0.00121482,0.001587696,0.001387899
metabolite_400,563.462762,564.4700376,564.4662341,564.4720968,2203.657623,2202.682992,2204.874716,13,400,2.12E-05,2.56E-05,2.42E-05,2.89E-05,3.27E-05,2.85E-05,2.42E-05,3.14E-05,2.67E-05,3.21E-05,3.07E-05,4.81E-05,4.13E-05,3.20E-05,5.56E-05,4.23E-05,3.99E-05,3.66E-06,1.15E-05,7.65E-06,1.09E-05,9.00E-06,1.43E-05
metabolite_401,564.396128,565.403404,565.3993145,565.4074392,2029.577741,2021.285051,2049.645187,46,401,0.000663816,0.000738517,0.001449579,0.000514818,2.15E-05,0.000770841,0.000874617,0.000855267,0.000751638,0.00080566,0.000993223,0.001602035,0.001885894,0.00159605,0.001358523,0.002263148,0.001487155,3.11E-05,0.000537765,0.000250521,0.000192381,0.000885999,7.14E-05
metabolite_402,565.400216,566.4074923,566.2490345,566.4112869,2029.388698,2021.315,2049.394471,31,402,0.000117182,0.000158681,0.00026009,0.000157111,1.56E-05,0.000149281,0.000201722,0.00017885,0.000174667,0.000165725,0.00021101,0.000393607,0.000756931,0.000379916,0.00036632,0.000229876,0.000369324,3.93E-05,0.000190711,6.25E-05,4.87E-05,8.36E-05,3.56E-05
metabolite_403,566.432365,567.4396409,567.4104458,567.4431981,2125.284605,2021.748235,2126.656982,24,403,0.002866161,0.002773127,0.003040697,0.002511179,0.003125036,0.003082822,0.00289054,0.002935963,0.002626148,0.003741095,0.003047711,0.004370267,0.003404434,0.003168435,0.003251577,0.002882771,0.00337822,0.00243837,0.002703679,0.002634806,0.00238041,0.002706564,0.00309088
metabolite_404,567.230946,568.2382219,568.2324992,568.2404338,740.2372532,738.7409495,823.1420862,20,404,5.00E-05,7.58E-05,4.96E-05,3.75E-05,3.84E-05,2.01E-05,1.43E-05,2.27E-05,2.81E-05,3.32E-05,2.67E-05,5.06E-05,5.21E-05,5.15E-05,0.000175845,8.37E-05,4.31E-05,0,1.14E-05,4.53E-06,4.21E-06,8.19E-06,9.48E-06
metabolite_405,567.426965,568.4342411,568.4237777,568.4462947,2125.017274,2093.991358,2130.430721,59,405,0.0007071,0.000711127,0.000884967,0.000293947,0.000389161,0.000829554,0.00083699,0.000358978,0.000686333,0.000955648,0.000488191,0.001325731,0.000898158,0.000830306,0.000926074,0.000849592,0.000989006,0.000544517,0.000683697,0.000808017,0.000567873,0.000663982,0.000386019
metabolite_406,568.447215,569.4544912,569.4286357,569.4607141,2153.8746,2033.409781,2154.722918,43,406,0.000511567,0.000747329,0.000963417,0.000824398,0.00086121,0.001115699,0.001003372,0.001162758,0.000827992,0.000988801,0.000965773,0.001936802,0.001196363,0.00121183,0.001184052,0.000990157,0.001182732,0.000703779,0.001045438,0.000963996,0.001010347,0.001631208,0.001318582
metabolite_407,569.453544,570.4608199,570.4330608,570.467484,2154.390416,2120.532286,2155.912613,25,407,9.04E-05,0.000130369,0.000224924,0.000146022,0.000219065,0.000199876,0.000154682,0.000237781,0.000172102,0.000240769,0.00019067,0.000193671,0.000294032,0.000245998,0.000207352,0.00017071,0.00026951,0.000131852,0.00017647,0.000219221,0.000232672,0.000408506,0.000244237
metabolite_408,570.462473,571.4697494,571.4658091,571.4745854,2027.61906,2025.824103,2059.6018,31,408,0.012570036,0.010839231,0.011525306,0.010731219,0.00942723,0.017083846,0.016168477,0.01569726,0.014017764,0.015123908,0.012137559,0.012368132,0.011374754,0.015346155,0.015406181,0.014875625,0.015245971,0.005238193,0.008227207,0.009501589,0.009289843,0.01113326,0.009512583
metabolite_409,570.463936,571.4712119,571.4632855,571.4762636,2196.278199,2152.836011,2198.69132,27,409,0.000388072,0.000411448,0.000552838,0.000438727,0.000669677,0.000994383,0.000728675,0.000901504,0.00068749,0.000747786,0.000345791,0.001173472,0.000858146,0.000724956,0.000598314,0.000751499,0.000911942,0.000251468,0.000505213,0.000247737,0.000580714,0.000959815,0.000564631
metabolite_410,570.428456,571.4357316,571.4301281,571.4735368,2110.101079,2109.629968,2150.847947,21,410,6.89E-05,5.94E-05,7.76E-05,7.71E-05,9.83E-05,0.000114224,6.31E-05,8.52E-05,6.49E-05,7.04E-05,7.54E-05,0.000275255,0.000174657,0.000137323,0.000109643,0.000137411,0.000153829,1.95E-05,5.39E-05,4.66E-05,3.94E-05,9.53E-05,6.28E-05
metabolite_411,571.467309,572.4745854,572.4355853,572.4793573,2027.393122,1920.710955,2032.068556,24,411,0.006112003,0.00526118,0.006125877,0.006019642,0.004668805,0.01014465,0.00939645,0.008922786,0.008062685,0.008033155,0.006927978,0.011935078,0.011150279,0.0080408,0.008602718,0.008090437,0.009075425,0.001310815,0.003242966,0.004205764,0.004774104,0.006151247,0.004359973
metabolite_412,571.46816,572.4754361,572.4705531,572.4792631,2196.90082,2193.953723,2198.66597,21,412,8.58E-05,8.26E-05,0.000117223,9.87E-05,0.000127886,0.000195634,0.000137571,0.000186885,6.52E-05,0.00017249,0.000157353,0.000242342,0.000164395,0.000139338,0.000124648,0.000136646,0.000263964,7.36E-05,9.30E-05,0.000100447,5.01E-05,0.000184616,0.000110338
metabolite_413,572.186404,573.1936801,573.1891603,573.3284637,738.8226018,666.4111666,742.1497171,18,413,4.23E-05,5.21E-05,4.47E-05,4.11E-05,6.50E-05,2.26E-05,1.76E-05,3.20E-05,2.90E-05,3.74E-05,3.21E-05,3.83E-05,3.44E-05,4.31E-05,9.83E-05,7.67E-05,4.63E-05,1.22E-07,4.81E-06,7.76E-06,5.50E-06,7.87E-06,4.15E-06
metabolite_414,572.478669,573.4859452,573.4750132,573.4911428,2041.140757,2020.88863,2075.714582,49,414,0.025123441,0.007481311,0.008215426,0.011091424,0.010959693,0.021319093,0.001757581,0.030920251,0.017123332,0.011262733,0.012044294,0.021276919,0.009272039,0.016910387,0.017483524,0.018621073,0.010162845,0.010781539,0.012924461,0.014793474,0.016633763,0.015422391,0.008776982
metabolite_415,572.480342,573.4876178,573.4847057,573.4909331,2270.118835,2257.720691,2270.821339,24,415,0.000527332,0.000914055,0.00100984,0.001349135,0.001363286,0.001535248,0.001241574,0.000863866,0.00078177,0.001213592,0.000855396,0.002209875,0.001796004,0.001024537,0.003401451,0.002223776,0.001121527,0.000168291,0.000356014,0.000473322,0.000691248,0.000853044,0.00040212
metabolite_416,572.479992,573.487268,573.4827531,573.4912829,2204.98993,2204.463462,2206.020046,23,416,0.003537441,0.002874445,0.003691574,0.003315817,0.001856131,0.005226,0.003532019,0.004461736,0.003520214,0.003394561,0.003491062,0.006661787,0.004076354,0.004534653,0.003911976,0.004213695,0.004420147,0.000561022,0.001447029,0.001217919,0.001641305,0.002690635,0.001656278
metabolite_417,573.484191,574.4914665,574.4873091,574.4950561,2206.020968,2204.25834,2271.026233,41,417,0.000740054,0.000610025,0.00093016,0.00075345,0.000925344,0.001228121,0.000764972,0.000980967,0.000856832,0.000384059,0.000872464,0.001909163,0.001069397,0.000548554,0.001022208,0.000966978,0.001160333,0.000144524,0.000270827,0.00022122,0.000352879,0.000656702,0.000347957
metabolite_418,573.482939,574.4902155,574.4860061,574.4950827,2041.050261,2021.452862,2075.52874,32,418,0.003494066,0.005638794,0.007437174,0.004582225,0.003410932,0.012529466,0.004441816,0.00750566,0.009202014,0.00567169,0.005551531,0.012726393,0.011223636,0.006642789,0.009068156,0.010500775,0.008944897,0.002342829,0.006119809,0.007018539,0.00774142,0.009632772,0.006189214
metabolite_419,574.352133,575.3594094,575.3555811,575.3778109,999.8664434,945.1558511,1042.486086,20,419,2.83E-05,4.84E-05,3.16E-05,2.59E-05,7.39E-06,4.39E-06,3.71E-06,1.85E-05,2.01E-05,1.97E-05,1.98E-05,0.000195584,8.41E-05,4.34E-05,0.0001249,8.58E-05,8.24E-05,0.000127083,9.05E-05,9.02E-05,6.28E-05,0.000126096,0.000123266
metabolite_420,574.494142,575.5014176,575.4939329,575.5069019,2048.552666,2033.400276,2152.727607,75,420,0.007068784,0.005731559,0.006858708,0.01170659,0.002787874,0.010267941,0.010691597,0.013060836,0.007373773,0.009920859,0.007361528,0.00842824,0.006736695,0.004777825,0.001206363,0.007668371,0.006257611,0.000987798,0.002365006,0.004593182,0.004894155,0.005782522,0.004012948
