,[M],mz_[M+H]+,mzmin,mzmax,rt,rtmin,rtmax,npeaks,cdfs,IL27_1,IL27_2,IL27_4,IL27_5,IL27_6,IL28_1,IL28_2,IL28_3,IL28_4,IL28_5,IL28_6,MB_1,MB_2,MB_3,MB_4,MB_5,MB_6,LA1840_1,LA1840_2,LA1840_3,LA1840_4,LA1840_5,LA1840_6
metabolite_11,218.018819,219.0260949,219.0253234,219.0495195,36.79955395,36.25269457,110.0141647,27,11,0.001059328,0.00156948,0.00097919,0.000886523,0.000916356,0.001561327,0.001418812,0.001922332,0.001286628,0.000925762,0.00164833,0.00285977,0.00270814,0.002450013,0.001718439,0.00104741,0.002083187,1.11E-06,0.000412633,0.000443536,0.000393465,0.000472031,0.000196966
metabolite_12,218.093921,219.1011965,219.1000433,219.1486119,774.9203103,730.6342253,779.5041626,15,12,3.53E-05,6.11E-05,4.51E-05,3.33E-05,1.38E-05,2.83E-05,2.59E-05,2.71E-05,3.15E-05,2.56E-05,3.69E-05,3.72E-05,1.03E-05,5.25E-05,7.77E-05,1.01E-05,6.54E-05,5.89E-06,8.03E-05,0.000145608,0.000125537,0.000189933,0.000130355
metabolite_13,225.208794,226.2160701,226.2153359,226.2172317,1910.575586,1910.01962,1911.613895,21,13,0.000252911,0.000241168,0.000185009,0.000109432,1.04E-05,0.000236466,0.000297827,0.000279795,0.000210842,0.000237287,7.77E-05,0.000214698,0.000251604,0.000239396,0.000245831,0.000161653,0.000241926,0.000305995,0.000248552,0.000226145,0.000228532,0.000167661,0.000195269
metabolite_14,229.239165,230.2464409,230.2452481,230.2480193,2115.831574,2115.130971,2117.686977,22,14,0.002650206,0.002613922,0.003013469,0.003114658,0.003147694,0.002885639,0.003276701,0.00339974,0.00313509,0.004806997,0.00288522,0.002704823,0.002619151,0.002620604,0.00353677,0.003497652,0.003697035,8.71E-07,0.002609818,0.002859738,0.002491754,0.000945217,0.003383165
metabolite_15,230.243429,231.2507047,231.249757,231.2525284,2115.407725,2114.725208,2115.739866,21,15,0.000279421,0.000337804,0.000398747,0.000391588,0.00042404,0.000359382,0.000407387,0.00042017,0.000398911,0.000659407,0.000461075,0.000321861,0.000340051,0.000357836,0.000467277,0.000438233,0.000537594,1.88E-06,0.000244333,0.00031898,0.000380347,0.000397755,0.00048375
metabolite_16,232.182183,233.1894586,233.1876328,233.1911542,1700.771114,1699.507707,1701.819383,14,16,5.70E-05,6.01E-05,0.000135311,0.00013361,0.000158469,1.65E-05,4.62E-05,8.64E-05,6.00E-05,3.83E-05,9.83E-05,3.04E-05,7.36E-05,8.61E-05,3.03E-05,7.71E-05,5.98E-05,8.42E-05,0.000105314,0.000158449,0.00013216,0.000148766,0.000229852
metabolite_17,233.21375,234.2210263,234.2195604,234.2220126,1411.583373,1324.729247,1450.523532,22,17,0.000780521,0.000758897,0.000306695,0.000721973,0.007033513,0.000907856,0.001102365,0.001128139,0.000905187,0.001457263,0.000824989,0.000693717,0.000703381,0.000895661,0.000378224,0.000853907,0.000467381,2.54E-07,0.000682127,0.00078591,0.000904807,0.000564844,0.000804479
metabolite_18,237.245266,238.2525423,238.2515287,238.2542114,1647.921996,1624.340817,1680.320352,22,18,5.34E-07,0.001876642,0.002400244,0.00290653,3.33E-05,0.001475024,0.002292506,0.002765599,0.002521338,0.004567015,0.002209101,0.001420979,0.001707323,0.0017712,0.000789619,0.0031167,0.00280816,1.25E-07,0.001590758,0.001961654,0.002536486,0.002195642,0.003071909
metabolite_19,238.249016,239.2562919,239.2549699,239.2571736,1649.650663,1623.169944,1681.340929,12,19,1.35E-07,9.30E-05,5.53E-05,2.58E-05,8.47E-06,7.35E-08,7.44E-05,0.000150054,5.69E-05,0.000133291,0.000127246,5.89E-05,7.58E-05,2.76E-05,6.99E-05,7.54E-06,2.31E-05,0,6.73E-05,4.01E-05,9.91E-05,6.84E-05,0.00013443
metabolite_20,241.2761,242.2833762,242.28212,242.28508,1945.710108,1856.376263,1973.190632,34,20,0.006466805,0.00611983,0.00461567,0.007201176,0.005984572,0.00628984,0.007336877,0.006622008,0.007467453,0.006932569,0.006433683,0.005630424,0.006202414,0.006316062,0.00692131,0.008121252,0.001456187,3.74E-05,0.005887795,0.006356915,0.00449561,0.005721243,0.006430904
metabolite_21,242.280585,243.2878609,243.2858875,243.2890953,1938.945638,1856.753065,1966.894582,23,21,0.000336068,0.000447196,0.000659169,0.000585681,0.000286162,0.000194287,0.000507827,0.000844327,0.000554609,0.001041279,0.000603313,0.000210661,0.000391029,0.000491043,0.000636525,0.00067376,0.00079825,5.11E-07,0.000410808,0.000490296,0.000659416,0.000615785,0.000741747
metabolite_22,243.218449,244.2257248,244.2243928,244.2271184,1714.67123,1712.739511,1715.850534,21,22,0.009846697,0.000452522,0.008808751,0.008610285,0.001775149,0.009362427,0.005419637,0.010966367,0.007936236,0.013544834,0.010300845,0.01040927,0.009621388,0.009887084,0.008586867,0.010089935,0.004960762,2.33E-05,0.008879322,0.009170234,0.008077913,0.007997317,0.00833099
metabolite_23,244.223524,245.2307999,245.2296301,245.2316406,1714.189608,1713.694993,1714.900951,20,23,0.001149703,0.000626977,0.001101684,0.000952608,8.34E-05,0.001246672,0.001392073,0.001451447,0.001131445,0.001624865,0.001238806,0.001185706,0.001312083,0.001170632,0.001102644,0.001205431,0.001303524,3.35E-06,0.001225672,0.001119263,0.001246128,0.000935824,0.001083849
metabolite_24,246.050129,247.0574054,247.0563011,247.0582831,32.1636933,31.93567466,32.48694795,17,24,0.000551258,0.000559759,0.001090195,0.000662101,0.000457858,0.000660917,0.001253163,0.000787096,0.000529566,0.000796412,0.000608861,0.000301555,0.000453941,0.000443008,0.000115758,0.000494829,0.000557291,6.22E-07,0.00045798,0.000645951,0.000508581,0.000731278,0.00062158
metabolite_25,250.131099,251.1383753,251.1367473,251.1394444,157.5242058,137.4192305,225.903822,32,25,0.009712787,0.006206425,0.005183293,0.006890331,0.007086123,0.003888485,0.005299695,0.004005165,0.002985428,0.00601866,0.003318692,0.005278409,0.007586945,0.009748303,0.002500911,0.004379314,0.010323171,4.79E-06,0.000656838,0.002892251,0.001261257,0.001697197,0.001634206
metabolite_26,257.234853,258.2421288,258.2408201,258.2443184,2046.434972,2043.864796,2046.789602,19,26,0.000133917,0.00016313,0.00024573,0.000236802,0.000399753,0.000147339,0.000139384,0.000211109,0.000189155,0.000410239,0.000144404,0.000168519,0.000157578,0.000246695,0.000282238,0.000214749,0.000389265,1.70E-06,0.000177751,0.000244488,0.00019968,0.000239303,0.00035046
metabolite_27,257.234923,258.2421988,258.2412096,258.2437912,1846.354768,1845.792379,1848.190445,15,27,0.000196972,0.000217404,0.000142226,0.000172952,1.41E-05,0.000247709,0.000249686,0.000270101,0.000228748,0.00021016,0.000208277,0.000239295,0.000222195,0.000164282,0.000212229,0.000102184,9.40E-05,3.78E-07,0.000214189,0.000169667,0.000189913,0.000117131,0.000205902
metabolite_28,260.213738,261.2210144,261.2194187,261.2224685,1894.92016,1894.22014,1895.566886,19,28,7.81E-05,9.50E-05,0.000234474,0.000202585,0.000156168,6.19E-05,5.26E-05,7.86E-05,7.80E-05,0.000158912,0.000178964,3.66E-05,8.48E-05,8.10E-05,2.65E-05,9.51E-05,0.000116305,0.000775242,6.07E-05,0.000127495,9.76E-05,0.000100731,0.000172942
metabolite_29,262.009064,263.0163396,263.0152109,263.0171936,38.37396143,37.79670285,48.80181224,34,29,0.001576517,0.002066362,0.001673393,0.001837079,0.002701284,0.000866,0.000771643,0.001439849,0.001260638,0.001454584,0.001810488,0.00042974,0.001125493,0.000607851,0.00080562,0.001792919,0.00147886,1.73E-06,0.001656986,0.001775695,0.001310034,0.001672673,0.001615048
metabolite_30,262.177906,263.1851824,263.1840427,263.186748,1292.280968,1287.687398,1294.757141,12,30,4.82E-05,4.86E-05,2.70E-05,3.53E-05,1.64E-05,4.32E-05,4.36E-05,5.16E-05,3.16E-05,5.80E-05,2.88E-05,3.63E-05,5.45E-05,4.89E-05,3.29E-05,4.18E-05,3.89E-05,0,5.08E-05,2.85E-05,5.02E-05,3.31E-05,3.28E-05
metabolite_31,264.147392,265.1546682,265.1533134,265.1568644,492.9912052,473.950852,501.2364074,14,31,0.000162785,7.63E-05,0.000152036,0.000196282,0.000398469,5.85E-05,6.69E-05,2.35E-05,4.04E-05,0.000100549,0.000124535,3.52E-05,7.83E-05,7.36E-05,1.27E-05,0.000256482,0.000124604,2.43E-07,2.98E-05,0.000117927,3.56E-05,4.97E-05,6.14E-05
metabolite_32,265.20162,266.2088959,266.2076143,266.2098848,1714.223535,1712.64519,1715.104806,22,32,0.000668011,0.000676525,0.00052494,0.000263512,3.37E-05,0.000643495,0.000755298,0.000752764,0.000659829,0.000910221,0.000777022,0.000742907,0.000728032,0.000730802,0.000752202,0.000593305,0.000789155,3.36E-05,0.00063626,0.000591171,0.000627998,0.000475516,0.000286977
metabolite_33,265.155334,266.1626096,266.1613484,266.1646033,565.2135763,526.5396523,578.195835,19,33,0.000181477,0.000221557,0.000546016,0.000255312,0.001252248,1.06E-05,3.46E-05,0.000115814,7.37E-05,0.000137331,0.000136194,0.00021019,0.000351367,0.000205738,7.99E-05,0.0003813,0.00037403,3.71E-07,0.003928119,0.001404811,0.002740028,0.00553215,0.002599626
metabolite_34,267.096283,268.103559,268.1027002,268.1051014,72.72774026,71.71759255,73.77361993,21,34,0.004070213,0.004013681,0.002942068,0.003866659,0.001891637,0.002375076,0.003222863,0.001940416,0.002948451,0.005452092,0.004068251,0.000603127,0.001494173,0.002035503,0.001292201,0.000981628,0.001432004,2.11E-06,3.46E-05,2.77E-05,1.54E-05,3.72E-05,5.29E-05
metabolite_35,269.234926,270.2422024,270.2406521,270.278512,2046.291342,1979.843985,2047.747986,26,35,0.002566492,0.002940642,0.003583733,0.003708915,0.003959714,0.002837838,0.003344015,0.003870392,0.003235461,0.005736908,0.003212423,0.0031278,0.00309734,0.003673153,0.004313413,0.003967826,0.004408744,0.00013739,0.002923428,0.003332066,0.003054974,0.003162487,0.004262922
metabolite_36,269.234874,270.2421504,270.2409758,270.2441856,2145.727072,2145.293722,2146.985024,19,36,7.11E-05,5.13E-05,8.54E-05,8.77E-05,1.30E-05,8.41E-05,7.87E-05,0.000113952,9.80E-05,0.000120886,0.000107767,8.91E-05,7.68E-05,6.87E-05,0.000101633,9.23E-05,0.000124423,0.000541855,6.93E-05,7.80E-05,9.27E-05,7.48E-05,5.62E-05
metabolite_37,270.238735,271.2460112,271.244131,271.2731394,2045.93938,2041.90371,2067.329321,24,37,0.000120959,0.000127968,0.000272586,0.000114244,0.000188078,0.000153583,0.00011768,0.000179677,0.000187296,0.00012477,0.000180403,9.70E-05,0.000134454,0.000134055,0.00022272,0.000203533,0.000187842,8.55E-06,0.000183056,0.000204305,0.000187433,0.000261523,0.000302705
metabolite_38,271.21459,272.2218657,272.2198517,272.2232456,1888.811475,1888.466802,1889.453043,21,38,0.00034015,0.000309405,0.000215554,0.000229384,1.29E-05,0.000388059,0.00015062,0.000386025,0.000310098,0.000346475,0.000308723,0.000393398,0.000373027,0.000331172,0.000317572,0.00028746,0.000306807,3.26E-06,0.000158254,0.000264006,0.000302021,0.000202776,0.000233559
metabolite_39,271.250737,272.2580127,272.256659,272.2594487,1564.551712,1562.982472,1566.551707,21,39,0.000321311,0.00027964,0.000227194,0.000174585,7.94E-06,0.000325749,0.000292724,0.000395918,0.000292367,0.000155611,0.000164241,0.000270059,0.000308367,0.000271958,0.000298303,0.000267899,0.00027528,1.58E-05,0.000259714,0.000274516,0.000283425,0.00022825,0.0002484
metabolite_40,271.250585,272.257861,272.2556856,272.2762706,1936.175496,1871.241883,1967.295139,36,40,0.001476678,0.001272514,0.00094863,0.000862236,0.000433744,0.00155937,0.001629544,0.001427696,0.001090974,0.001333952,0.00093927,0.001480869,0.001407748,0.001244721,0.001170539,0.001056219,0.000934788,1.64E-06,0.001385522,0.001231995,0.000977804,0.000813356,0.000943176
metabolite_41,272.254012,273.261288,273.2247369,273.2787939,1935.994277,1869.507143,1936.638657,14,41,7.25E-05,5.28E-05,3.66E-05,1.67E-05,1.03E-05,7.82E-05,6.09E-05,6.45E-05,4.00E-05,6.86E-05,2.82E-05,6.82E-05,6.96E-05,6.69E-05,6.36E-05,5.41E-05,4.95E-05,1.28E-07,6.69E-05,6.16E-05,4.61E-05,4.55E-05,5.29E-05
metabolite_42,274.044536,275.0518122,275.0151175,275.1104149,32.24857501,31.30549756,64.06852582,31,42,0.00012,0.00015102,7.67E-05,0.000136272,8.97E-05,5.56E-05,4.12E-05,9.63E-05,0.000101786,0.000189411,0.000311996,1.32E-05,3.17E-05,5.00E-05,2.60E-05,7.73E-05,1.11E-05,1.35E-06,4.95E-05,0.000100723,6.87E-05,8.58E-05,0.000127349
metabolite_43,274.250156,275.2574322,275.2564491,275.2590376,2002.850158,2000.45259,2003.337184,15,43,9.29E-05,8.59E-05,8.33E-05,5.80E-05,7.39E-05,0.000100818,9.76E-05,0.000114937,8.63E-05,9.98E-05,8.61E-05,9.73E-05,8.94E-05,9.19E-05,8.38E-05,6.93E-05,8.68E-05,5.12E-07,9.08E-05,8.93E-05,8.25E-05,6.51E-05,7.52E-05
metabolite_44,276.025031,277.0323068,277.0286255,277.0332791,38.26694232,37.969255,51.52517972,33,44,0.000780536,0.001138461,0.000933331,0.001047708,0.001511454,0.000441878,0.001059098,0.000777137,0.000739613,0.000703241,0.001185282,0.000251857,0.001559604,0.00028966,0.000331571,0.000800604,0.000770582,1.73E-06,0.000659684,0.000812724,0.000636858,0.000846539,0.000664715
metabolite_45,278.151424,279.1586999,279.1575237,279.1601852,1940.018316,1938.81296,1940.268379,22,45,0.001839966,0.001663945,0.001609238,0.001386333,0.003290295,0.001911404,0.00212384,0.002032721,0.001650017,0.002147586,0.001754752,0.001856023,0.001918332,0.001771441,0.001979683,0.001671312,0.001835106,2.04E-06,0.001713669,0.001619045,0.00151511,0.00130829,0.001569259
metabolite_46,279.155019,280.1622951,280.1600791,280.2258245,1940.146849,1846.170114,1941.081688,21,46,3.67E-05,5.56E-05,6.72E-05,6.39E-05,0.000292879,7.33E-05,9.04E-05,0.000103698,0.000103564,8.74E-05,4.06E-05,6.82E-05,7.49E-05,8.92E-05,8.15E-05,1.09E-05,0.000104274,0,5.24E-05,7.23E-05,7.18E-05,7.18E-05,7.62E-05
metabolite_47,281.147071,282.1543471,282.1528496,282.1559808,65.81550228,64.44072604,66.75110633,17,47,9.38E-05,0.000244527,0.000139353,0.000118526,0.00011612,6.63E-05,2.66E-05,8.67E-05,7.66E-05,6.94E-05,3.44E-05,0.000325597,0.000146344,0.000130873,0.000304529,0.000167697,0.000217839,0,0.000125962,5.04E-05,4.15E-05,9.17E-05,8.86E-05
metabolite_48,281.271319,282.2785953,282.2771293,282.2800011,2044.794133,2042.337341,2045.099559,13,48,5.12E-05,4.36E-05,9.23E-05,4.28E-05,0.004306554,8.09E-05,5.51E-05,5.50E-05,6.19E-05,7.76E-05,4.28E-05,3.51E-05,8.98E-05,9.32E-05,8.32E-05,0.000102003,5.66E-05,5.77E-06,0.000100871,8.51E-05,3.57E-05,3.86E-05,5.33E-05
metabolite_49,283.090337,284.0976128,284.0962981,284.0991027,1080.994508,1071.832483,1120.153829,14,49,0.000201757,3.40E-05,0.000261422,0.000552579,9.57E-05,0.000119938,2.81E-05,0.000117917,9.79E-05,0.000165725,0.000188647,1.88E-05,0.000564559,0.000346742,1.94E-05,0.000105978,6.80E-05,1.20E-07,1.78E-06,1.74E-05,1.90E-06,0,3.33E-07
metabolite_50,283.287201,284.2944766,284.2847091,284.2970273,2087.24686,2042.337341,2087.503141,24,50,0.000332206,0.000919075,0.001465637,0.000320996,0.001046778,0.001486146,0.001130246,0.000589565,0.000360626,0.001702006,0.000867394,0.001345449,0.001878348,0.000677633,0.000980093,0.000464472,0.000652119,0.000132514,0.001563791,0.002246901,0.001109071,0.001347612,0.000527952
metabolite_51,285.230348,286.237624,286.2362376,286.2914179,1910.515594,1834.119195,1979.066506,32,51,0.000887152,0.000860819,0.000676257,0.000625078,0.000166563,0.001021946,0.001039634,0.000971697,0.000772303,0.000978449,0.000819125,0.00098471,0.000928902,0.000840727,0.000864053,0.000765874,0.000803573,2.41E-06,0.000858731,0.000785288,0.000818104,0.000583338,0.000628321
metabolite_52,286.047682,287.0549584,287.05353,287.0564599,750.449781,696.5322417,765.2817608,40,52,0.000622008,0.001683921,0.002285204,0.001023276,0.000740375,0.000773239,0.000822935,0.000730423,0.000728425,0.000367449,0.000654307,0.001225494,0.000259185,9.82E-05,0.001056771,0.000643993,0.001283177,0.002846723,0.001609132,0.000753935,0.00072391,0.000746809,0.000175059
metabolite_53,287.245768,288.2530445,288.250824,288.2846729,2119.933086,2075.144395,2193.815024,57,53,0.053007532,0.002075546,0.005332951,0.001827365,7.14E-06,0.008250324,0.060905209,0.0051314,0.014643723,0.003193995,0.001660052,0.003409016,8.71E-05,0.017048529,0.038743359,0.008614535,0.035911842,1.12E-06,0.008866247,0.005969914,0.028791724,0.024860552,0.00165876
metabolite_54,287.245632,288.2529083,288.2515197,288.2545539,1690.114495,1685.285457,1690.782962,22,54,0.009284366,0.010143756,0.010321646,0.01053266,0.002873818,0.009556199,0.011393274,0.012017993,0.011001953,0.015983626,0.011521206,0.009454382,0.0099102,0.010434664,0.011528001,0.011438511,0.011601233,7.39E-06,0.009583324,0.010204528,0.009859786,0.00958435,0.012011248
metabolite_55,287.245673,288.252949,288.2518122,288.2541288,1910.982812,1910.299691,1911.47235,17,55,0.000185736,0.000183215,0.000178014,0.000158661,2.37E-05,0.000180093,0.000211034,0.000217589,0.00021722,0.000244177,0.000153045,0.000154775,0.000184111,0.000169926,0.000144031,0.000178077,0.000175647,2.86E-06,0.000152536,0.000145403,0.000165,0.000123222,0.000162689
metabolite_56,287.24539,288.2526662,288.2510294,288.2871215,2002.144635,1987.770762,2032.282495,15,56,4.69E-05,5.60E-05,5.98E-05,4.68E-05,0.001683881,4.08E-05,5.01E-05,5.35E-05,6.08E-05,5.25E-05,5.99E-05,1.73E-05,5.42E-05,5.35E-05,6.23E-05,3.99E-05,6.55E-05,1.15E-06,4.89E-05,5.91E-05,6.07E-05,5.25E-05,4.89E-05
metabolite_57,288.24968,289.256956,289.2552283,289.2583282,1690.226721,1689.45405,1691.153432,21,57,0.000641455,0.000363507,0.000929716,0.000873925,0.000179456,0.00060432,0.0007579,0.000934658,0.000891572,0.001274707,0.00088772,0.000613271,0.000658296,0.000412579,0.000851613,0.000450236,0.000901821,8.74E-07,0.000656172,0.000715819,0.00044529,0.000735661,0.000958281
metabolite_58,288.249294,289.2565701,289.2555904,289.2589682,2132.940533,2075.755751,2188.17188,27,58,0.000780249,0.000157365,0.001012625,0.002307725,3.26E-06,2.13E-06,0.000869738,0.001536308,0.000724278,0.000690071,0.004182582,0.003236384,0.001140086,0.001786256,0.001139181,0.002708744,0.003079896,3.66E-06,0.00137295,0.003554729,0.001289595,0.000161686,0.003211139
metabolite_59,290.076486,291.0837622,291.0819326,291.0853273,63.0265269,62.11081638,64.13887719,12,59,1.67E-05,2.48E-05,2.35E-05,2.87E-05,3.00E-05,2.24E-05,3.44E-05,2.90E-05,3.85E-05,5.23E-05,2.59E-05,1.54E-05,5.63E-05,4.03E-05,5.08E-05,5.27E-05,4.43E-05,6.22E-07,3.85E-05,5.14E-05,3.69E-05,7.70E-05,5.08E-05
metabolite_60,294.095177,295.1024535,295.10058,295.1041138,1140.648056,1044.494003,1209.745999,143,60,0.002911468,0.007148701,0.010542085,0.00667607,0.000880978,0.009789784,0.005780345,0.000587105,0.005421369,0.007245867,0.008783718,0.001128937,0.00319459,0.000763406,0.0097242,0.010771051,0.001008742,3.45E-05,0.004624691,0.006170897,0.000698553,0.003442428,0.000610173
metabolite_61,294.095013,295.1022889,295.1003483,295.1040213,944.1633566,825.7626023,1023.99641,52,61,4.15E-05,4.38E-05,4.22E-05,5.74E-05,4.33E-05,4.08E-05,2.78E-05,4.52E-05,5.25E-05,7.37E-05,4.06E-05,9.34E-05,1.10E-05,5.74E-05,5.25E-05,3.02E-05,4.22E-05,2.20E-05,0.000808318,0.000882207,0.000729635,0.000815791,0.000603617
metabolite_62,297.2303,298.2375762,298.2364273,298.2395563,1963.513479,1962.747189,1981.680527,26,62,8.41E-05,8.79E-05,7.32E-05,7.83E-05,1.42E-05,9.01E-05,0.000110785,0.000102749,7.51E-05,0.000118521,5.96E-05,9.00E-05,9.12E-05,5.92E-05,6.95E-05,7.72E-05,1.14E-05,3.40E-06,1.12E-05,8.97E-05,6.11E-05,5.31E-05,6.57E-05
metabolite_63,297.230383,298.2376587,298.2354198,298.2712254,2168.763063,2093.21432,2169.341594,15,63,6.03E-05,7.08E-05,9.28E-05,8.66E-05,8.83E-06,6.02E-05,6.41E-05,0.000117986,9.56E-05,0.000138883,0.000101159,7.04E-05,7.39E-05,9.14E-05,8.53E-05,9.53E-05,0.000114186,1.03E-05,6.87E-05,0.000105973,8.86E-05,8.03E-05,0.000120714
metabolite_64,299.282382,300.2896583,300.2880152,300.291524,2015.155097,2011.675251,2104.655997,26,64,0.000211267,0.000247564,0.000392222,0.00038027,8.16E-05,0.00016017,0.000293727,0.000405049,0.00037661,0.000582905,0.00042383,0.000131865,0.000203111,0.000299348,0.000356356,0.000390962,0.000435119,7.35E-07,0.000190581,0.000302078,0.000405393,0.00036116,0.000449792
metabolite_65,299.282316,300.2895918,300.2877265,300.2905358,1843.87196,1842.667334,1848.811473,19,65,0.000202194,0.000185893,0.000148988,0.000133085,4.50E-05,0.000218984,0.000232341,0.000221497,0.000178897,0.000198185,0.000161512,0.000205474,9.42E-05,0.000165917,8.98E-05,8.02E-05,0.00015851,2.31E-05,0.00018726,0.000146835,0.000166233,0.000140005,7.81E-05
metabolite_66,300.133363,301.1406388,300.9902574,301.1431312,1939.688166,1915.454098,1940.459801,28,66,0.000224536,8.97E-05,0.000199886,0.000151542,0.001260396,0.000255097,0.000299375,0.000250154,0.000133286,0.00028591,0.000339822,0.000271683,0.000250285,0.000225351,0.000191532,0.000209286,0.000349949,9.45E-06,0.000227973,0.000205414,0.000145614,0.000134835,0.000210061
metabolite_67,300.277363,301.2846394,301.2361618,301.2955888,1942.63082,1841.994347,2044.523552,42,67,0.000730032,0.000624186,0.000546723,0.000535453,0.013941615,0.00102495,0.000794096,0.0007118,0.000603496,0.000822046,0.000545252,0.000811514,0.000782276,0.000591586,0.000596384,0.000554449,0.000546848,3.83E-07,0.000768915,0.000681982,0.000630993,0.000467951,0.000467113
metabolite_68,301.297889,302.3051653,302.3016955,302.3071676,2102.82474,2088.76885,2103.095407,24,68,0.000302202,0.000299755,0.000363395,0.000426277,0.000474667,0.000314063,0.000353515,0.000420136,0.000415352,0.000669629,0.000439687,0.000327044,0.000347775,0.000375971,0.000434024,0.0004533,0.000492653,6.37E-07,0.000292611,0.000302288,0.000314962,0.00030151,0.000438742
metabolite_69,302.042343,303.0496195,303.0477805,303.0507529,681.0773764,642.352695,685.4552712,33,69,0.00477339,0.005580057,0.0055754,0.003979834,0.004239176,0.006477074,0.004781579,0.005987132,0.004769882,0.004507836,0.004618449,0.004749761,0.003567188,0.0027441,0.004665254,0.004189498,0.005681844,0.027500605,0.006463779,0.006949817,0.00652491,0.006220816,0.00517118
metabolite_70,302.076143,303.0834194,303.0820057,303.0854315,65.51278769,63.8284959,66.17595261,19,70,9.45E-05,5.77E-05,9.12E-05,8.32E-05,0.000135404,5.08E-05,9.59E-05,8.55E-05,0.00011207,0.000136846,0.000101579,0.000125649,0.000128809,7.44E-05,8.21E-05,8.00E-05,0.000145036,1.24E-07,7.33E-05,5.71E-05,3.89E-05,0.000121175,4.91E-05
metabolite_71,303.046503,304.053779,304.052163,304.0554711,681.2889821,644.4027134,684.3798244,23,71,0.000283821,0.000430672,0.000367995,0.000280171,9.04E-05,0.00045772,0.000274352,0.000390549,0.000239382,0.000267574,0.000292069,0.000251292,0.000200795,0.000154696,0.000394904,0.000214042,0.000479689,0.003837477,0.00058816,0.000640086,0.000652442,0.000593945,0.0003375
metabolite_72,305.272005,306.2792813,306.2777217,306.2811368,2023.772196,2023.093479,2027.102002,12,72,3.62E-05,3.19E-05,3.93E-05,6.09E-05,5.11E-05,4.45E-05,6.04E-05,7.11E-05,7.04E-05,4.67E-05,0.000106243,3.63E-05,3.20E-05,2.83E-05,3.16E-05,3.05E-05,4.82E-05,3.46E-05,2.36E-05,4.71E-05,6.83E-05,0.000138154,6.93E-05
metabolite_73,306.219122,307.2263978,307.2248724,307.2282403,2125.673942,2098.704124,2203.945324,41,73,0.002462643,0.002353828,0.002654746,0.002272431,0.002733902,0.002648199,0.002383147,0.002318945,0.002166517,0.003113569,0.002792367,0.003651774,0.002894465,0.002588618,0.002784378,0.002629242,0.002955561,0.001429333,0.002172814,0.002372229,0.002021999,0.002396177,0.002694739
